"location","start_date","end_date","lineage","total_lineage_count","Study ID"
"United Kingdom","2020-01-17","2020-08-31","b.1.142",343,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.160",210,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.165",70,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.177",781,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.177.4",1,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.177.57",68,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.177.65",1,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.177.7",73,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.222",540,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.223",237,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.235",155,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.252",147,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.258",269,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.282",60,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.36",26,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.36.17",149,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.367",135,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.389",89,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.391",795,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.532",60,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.610",46,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.91",60,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.1.93",949,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.23",306,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.29",192,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.3",551,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.3.1",606,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.33",281,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.39",326,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.4",57,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.40",2133,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.55",84,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","b.61",110,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","c.3",132,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-01-17","2020-08-31","other",9989,"71628_Turtle 2023(wave 1-D614G)"
"United Kingdom","2020-09-01","2021-03-31","ad.2",3679,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","ay.4",27,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","ay.4.2",1,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","ay.4.2.1",1,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","ay.4.2.2",1,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","ay.5",2,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","ay.9",2,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","ay.98",1,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b",11,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1",1379,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1",1055,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.1",353,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.10",1,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.115",6,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.142",0,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.149",2,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.15",6,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.171",2,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.198",357,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.217",17,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.227",9,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.237",2,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.253",90,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.255",141,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.269",41,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.279",547,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.301",270,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.307",2044,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.311",2626,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.369",2,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.37",3981,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.372",108,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.4",9,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.406",2,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.44",79,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.51",77,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.7",207331,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.70",25,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.1.74",6,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.160",1866,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.177",44440,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.177.11",575,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.177.15",1515,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.177.4",4617,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.177.57",3360,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.177.65",1518,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.177.7",5817,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.222",0,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.223",2,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.235",233,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.258",1989,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.282",1,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.36",399,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.36.17",1746,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.367",131,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.389",585,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.391",0,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.532",103,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.610",226,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.617.2",8,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.1.93",2,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.3",1,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.40",1,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","b.55",1,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","ba.1",1,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","ba.1.1",1,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","ba.1.15.1",2,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","ba.1.17.2",1,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","c.3",2,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2020-09-01","2021-03-31","other",33160,"71628_Turtle 2023(wave 2-Alpha)"
"United Kingdom","2021-04-01","2021-12-12","ad.2",1,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ay.120",25973,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ay.39",8242,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ay.4",701340,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ay.4.2",70918,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ay.4.2.1",15204,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ay.4.2.2",23524,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ay.43",32453,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ay.5",42115,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ay.6",24473,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ay.9",11871,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ay.98",37683,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b",93,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1",32,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.1",92,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.1.142",1,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.1.311",3,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.1.37",4,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.1.7",55500,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.160",1,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.177",52,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.177.15",1,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.177.4",1,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.177.57",1,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.177.7",1,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.222",1,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.223",1,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.36",2,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.36.17",1,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.391",1,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.617.2",15718,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","b.1.93",1,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ba.1",3308,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ba.1.1",599,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ba.1.15",702,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ba.1.15.1",912,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ba.1.17.2",2967,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","ba.2",4,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-04-01","2021-12-12","other",84601,"71628_Turtle 2023(wave 3-Delta)"
"United Kingdom","2021-12-13","2022-02-28","ay.120",406,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ay.39",24,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ay.4",15003,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ay.4.2",6037,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ay.4.2.1",1592,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ay.4.2.2",3629,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ay.43",1947,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ay.5",680,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ay.6",219,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ay.9",4,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ay.98",1637,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","b",9,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","b.1",8,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","b.1.1",178,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","b.1.1.7",8,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","b.1.617.2",551,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.1",165072,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.1.1",171568,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.1.15",22982,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.1.15.1",34123,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.1.17.2",130402,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.2",78411,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.2.10",7310,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.2.12.1",1,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.2.18",44,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.2.23",1190,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.2.3",4208,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.2.9",4626,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.5.1",3,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","ba.5.2",3,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","be.1",2,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","bf.1",1,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","bq.1.1",1,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","other",93585,"71628_Turtle 2023(wave 4-Omicron)"
"United Kingdom","2021-12-13","2022-02-28","xbb.1",1,"71628_Turtle 2023(wave 4-Omicron)"
"Australia","2020-01-04","2020-11-15","a",83,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","a.1",229,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","a.2.2",468,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b",102,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1",1053,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1",368,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.1",43,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.133",9,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.136",35,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.142",32,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.216",6,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.25",27,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.28",13,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.317",2,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.33",13,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.37",4,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.413",2,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.416",1,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.63",15,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.70",5,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.1.71",11,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.160",15,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.164",5,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.177",11,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.177.57",3,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.2",21,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.221",6,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.23",121,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.240",2,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.258",6,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.319",78,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.338",103,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.36",46,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.36.1",4,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.36.19",1,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.36.29",3,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.428",14,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.428.3",4,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.438",3,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.523",9,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.535",31,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.1.9.5",4,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.29",42,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.3",34,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.39",12,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.4",38,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.4.4",12,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.4.5",82,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.4.6",46,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.40",62,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.6",77,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.6.8",3,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","b.61",27,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","c.36",3,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","d.2",12561,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","d.3",151,"71633_Raad 2023"
"Australia","2020-01-04","2020-11-15","other",398,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","a.2",5,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","b",5,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","b.1",152,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","b.1.1",422,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","b.1.1.28",1325,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","b.1.1.33",1650,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","b.1.1.332",6,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","b.1.1.378",12,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","b.1.195",62,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","b.1.212",33,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","b.1.91",26,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","b.39",8,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","b.40",4,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","n.1",10,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","n.9",13,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","other",29,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","p.1",5,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","p.1.14",1,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","p.2",143,"71633_Raad 2023"
"Brazil","2020-01-04","2020-11-15","p.7",20,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","a",9,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","a.17",9,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","ah.2",30,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b",38,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1",1879,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.1",264,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.1.1",26,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.1.241",109,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.1.25",5,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.1.254",15,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.1.269",134,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.1.297",18,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.1.317",5,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.1.7",11,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.12",5,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.147",31,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.159",45,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.160",2236,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.160.30",91,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.177",406,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.177.78",3,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.177.81",17,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.208",19,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.219",8,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.221",54,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.236",3,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.258",62,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.273",17,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.356",80,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.36",9,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.367",166,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.387",24,"71633_Raad 2023"
"France","2020-01-04","2020-11-15","b.1.389",6,"71633_Raad 2023"
